h0,h1,h2,h3,h4,h5,h6,h7
0.5953179753043927,1.439062381945684,2.8991562346067075,4.009900152506788,-7.5440524316698205,-4.7975109066704995,-7.72088014637431,
0.7283805186745776,2.3446550083929347,2.7391727533254526,4.181517548374385,8.176216761465927,5.834239775266469,7.661239352491807,
0.6799670250824104,1.817910130912232,2.9342049705353115,3.8504676980087047,7.256123585537313,4.777625263389119,-7.855562096567243,
0.7732316689423631,2.9996224492236507,3.1807152597409476,5.2605035749669895,9.722174603199624,7.1967163884093575,9.567918849662377,
0.774398759816301,2.737417632658821,3.8722168914743467,5.158827199203519,9.67514883978407,6.533430310427479,10.891690976815003,
0.7228015792088515,2.0440200907321464,3.2677721053458826,4.581457528345042,-8.91853690346815,-5.881185335321345,8.541272973490685,
0.7485815268278855,2.250961589189156,3.787790412372948,5.018273843966678,9.477257621751066,6.243996614377837,9.743152135516608,
0.7749980080830727,2.7584619758010676,3.5381159629381953,5.6198215102022155,-10.878442150262519,-7.735699497555855,-10.208498077002163,
0.4979033417415704,1.1383950733923327,3.014551684477029,4.0567926233464755,-7.680120664888967,-4.708474830656974,7.8318069932695025,
0.6504672038628033,1.6283824255250918,3.300515166493352,3.9337573824123337,7.550929783553988,4.748252440118353,9.440374798691996,
0.5723966608954222,1.3667750219232933,2.8160308135092653,3.5023885867661635,6.707941706589337,4.320880413881551,7.019741164664482,
0.23376309550120836,0.5111680107575964,1.3150438036251033,1.3989144437146417,2.755893588383793,1.6545000015367002,-6.2631685456788455,
0.39505705211403297,0.8733471144025808,2.286504913692642,2.4975490130195137,4.891027033936188,2.9546246614616627,-5.977835938760271,
0.5704755579326165,1.3650260681049708,2.674860368284348,3.535453649159471,7.107088159158837,5.935397032461732,-6.667554834524726,
0.7406249787054087,2.1975117843796186,3.61361310632637,4.856635853807465,9.21162048776247,6.412898812107574,-9.277980452919389,
0.7306971621891322,2.930163345597594,2.517340781946244,4.434570477438807,-7.913709681476888,-5.901712448016417,-8.829035609205325,
0.7096826063390843,2.010549430965966,3.1311864763199617,4.51388873717755,8.362828369223786,5.542480964741707,-8.807052154781774,
0.687382934664261,2.020532251062856,2.5419412124891267,3.837865945349385,7.227360037872385,5.281792201196062,7.138281209123392,
0.7317715098995108,2.192750624287104,3.095728279686729,4.441328025719341,8.388751132729034,5.975913038914111,8.335275250489133,
0.7551797023526177,2.3538555505746683,3.77745692208767,5.150311541348375,9.900339967472114,7.800013974091897,9.681862816172595,
0.5894315176218267,1.4003425809007677,4.195860980462935,4.671057265637728,9.123490381492548,5.476085433975567,9.643232101597015,
-0.12545483621165798,-0.2440616739282581,1.9143919732623438,1.935992394652191,3.8611845786881984,1.813961557732778,-8.58146412168039,
0.08609215898278993,0.1903994820009545,2.967865489534479,3.125197053964271,6.172888006126899,3.254394862375636,7.308515904641323,
0.6066675595417154,1.5433245089112297,2.3461580117358833,3.066266195860729,5.840622447998287,4.0235532083237375,6.057322949216726,
0.6939203239085352,1.8337705508263389,3.7234084229665982,5.029329207206178,-9.40588834961449,-5.949960392158425,-10.934419768456682,
0.7722546823624354,2.723162281202452,3.975628472662986,5.977720902948022,-10.970533145139566,-7.396746691431021,11.526872698545267,
0.6951705538073257,1.8637125321521968,3.829848235962033,4.994514787181874,-9.578555233845412,-6.068227431607488,9.537778825314616,
0.7158793839494392,1.9930662050691232,3.54993143210803,4.759558392869746,-9.117536301261614,-5.9340703457262745,9.022431481669233,
0.3458321105880168,0.7511016530431011,2.9392027005135386,3.095470358250953,6.1132037516534785,3.4824519178713325,-7.482061583478356,
0.7560396803357308,2.6870924674135996,2.970941385101017,4.975058786627136,-9.061014178594322,-6.451831365800921,-9.144017657127442,
0.6971807175687976,1.8768088058350272,3.641768623167247,4.737787053433105,-9.470561736775373,-6.065787592066058,-8.946152148805554,
0.7129472646984935,2.333033130150242,2.5391165843781884,4.11962434734711,-7.525444879309746,-5.307411037881598,7.712787751085616,
0.7882586705280974,2.93520717085979,5.997454187453868,7.906192570972946,14.944015738996017,9.483579084171625,-15.100727007414932,
0.7751613800216817,3.4839028648524755,4.3515529691465575,6.015138518044402,-11.43748212365807,-8.41110583839578,-11.286311603542037,
0.7706024858106828,2.596319863758316,5.278903678428681,6.335176648586528,-12.143201355285582,-7.664750586355299,13.314468668918318,
-0.1761384155892298,-0.34702318877471217,3.5506161797868896,4.174231612904387,8.225822288242327,4.666940135792048,-8.154370207496305,
0.684270596264815,1.8291291394183644,2.955314365093352,4.199436658013971,-7.7816614794566314,-5.114950212901866,-8.604769501066809,
0.712712581589742,2.0340161243264374,3.2336975979394857,4.617282297086674,8.762442305332144,5.885057330912955,8.640917445018964,
0.6777758559935343,1.7692667603156558,3.881949982284174,4.979682575982718,9.94346277003075,6.315550157855865,9.430005713214703,
0.5477958990266834,1.2892854858039873,2.5753870554795286,3.193388964172684,6.149571149362414,4.081459072799962,6.35301847539025,
-1.1443634193896697,-2.288664016714862,-1.4285349947801507,-1.4283307548312203,-2.8567636296369048,-2.572662754402186,-4.381903265217692,
0.7624250849086108,2.4942987405734787,3.5498666266159935,5.048963511728648,9.660304263967092,6.5506906573843375,9.40733424812915,
0.6085154710099738,1.4875387334544792,2.797903301971997,3.3043610405123762,6.361106326935557,4.097169108134364,7.152068904544119,
0.7746477070114962,2.673874370592555,3.890543127334632,5.7102093614714375,-10.59818961931977,-7.1116050597624705,-10.750032168933215,
0.6911870584127286,1.8232282659073433,3.665927918374911,4.85589612509952,-9.820873734362412,-5.97672131204552,-9.12546278741336,
0.7782737794557121,2.805653656805162,4.416219408786444,6.1984685891525215,11.510728142877397,7.601485878399504,-12.330856617871458,
0.7835718197497507,3.5128782470627415,3.3890739234016998,5.6002460137807795,-10.379341514599243,-7.688129067882948,10.163201141180737,
0.7480085834803262,2.216950003016687,3.941420255902351,5.341108559987851,10.624129505388497,-7.465665780454583,9.993982069838623,
0.774842170199546,2.554045250234209,5.03211671596287,6.513618536252046,12.609350710888878,8.186897496461269,12.342139406625343,
